Rarity	Base	STR	DEX	INT	R	G	B
Magic	Shade's Sharkskin Tunic of the Leopard	0	152	0	0	3	0
Magic	Spidersilk Robe of the Drake	0	0	134	1	0	0
Magic	Spiny Simple Robe of the Whelpling	0	0	17	0	0	1
Magic	Stalwart Fencer Helm of the Penguin	49	49	0	1	0	0
Magic	Stalwart Majestic Plate of Adamantite Skin	144	0	0	2	0	1
Magic	Stalwart War Buckler of the Salamander	0	74	0	0	2	0
Magic	Studded Chainmail Doublet of the Newt	34	0	34	1	0	0
Magic	Thirsty Carnal Mitts of the Panther	0	39	39	0	1	2
Magic	Thirsty Long Staff of the Student	27	0	27	1	0	2
Magic	Thorny Strapped Leather	0	32	0	0	1	0
Magic	Thunder Lord's Carving Knife	0	18	26	2	0	1
Magic	Timeworn Claw of the Seal	0	39	56	0	0	1
Magic	Tricorne of the Salamander	0	27	0	0	3	0
Magic	Variscite Blade of Banishment	62	62	0	0	1	0
Magic	Virile Ancient Greaves of the Walrus	82	0	0	3	0	0
Magic	Virile Steel Gauntlets of Consumption	52	0	0	1	0	0
Magic	Wicked Primeval Rapier	0	158	0	1	0	0
Magic	Wizard's Crystal Wand of the Pupil	0	0	146	0	0	1
Magic	Wraith Axe of the Gorilla	134	59	0	1	0	0
Normal	Abyssal Axe	128	60	0	2	1	0
Normal	Abyssal Axe	128	60	0	2	1	0
Normal	Abyssal Sceptre	83	0	99	0	0	1
Normal	Abyssal Sceptre	83	0	99	0	0	3
Normal	Alloyed Spike Shield	0	28	28	0	1	0
Normal	Ambush Boots	0	45	45	0	0	2
Normal	Ambush Boots	0	45	45	0	2	1
Normal	Ancestral Club	179	0	0	1	0	0
Normal	Ancient Spirit Shield	0	0	110	0	0	2
Normal	Ancient Spirit Shield	0	0	110	0	0	2
Normal	Antique Gauntlets	58	0	0	1	1	0
Normal	Antique Gauntlets	58	0	0	2	0	0
Normal	Antique Greaves	67	0	0	1	0	0
Normal	Antique Rapier	0	89	0	0	2	1
Normal	Antique Rapier	0	89	0	0	1	0
Normal	Antique Rapier	0	89	0	0	3	0
Normal	Apex Rapier	0	176	0	0	1	0
Normal	Apex Rapier	0	176	0	0	2	0
Normal	Apex Rapier	0	176	0	1	0	0
Normal	Arena Plate	91	0	0	3	0	0
Normal	Arming Axe	58	33	0	1	1	0
Normal	Arming Axe	58	33	0	1	0	1
Normal	Arming Axe	58	33	0	2	0	0
Normal	Assassin's Mitts	0	45	45	0	1	1
Normal	Aventail Helmet	42	0	42	0	0	1
Normal	Aventail Helmet	42	0	42	0	0	1
Normal	Aventail Helmet	42	0	42	1	0	2
Normal	Barbed Club	125	0	0	2	0	0
Normal	Barbed Club	125	0	0	2	0	0
Normal	Barbute Helmet	42	0	0	2	0	0
Normal	Baroque Round Shield	70	70	0	1	2	0
Normal	Baroque Round Shield	70	70	0	1	0	0
Normal	Baselard	72	72	0	0	1	0
Normal	Basket Rapier	0	62	0	0	3	0
Normal	Battle Buckler	0	121	0	1	1	0
Normal	Battle Hammer	143	0	0	0	1	0
Normal	Battle Hammer	143	0	0	2	0	1
Normal	Battle Lamellar	79	79	0	2	1	1
Normal	Battle Sword	83	70	0	2	0	0
Normal	Bladed Mace	83	0	0	1	1	0
Normal	Blood Sceptre	81	0	81	0	1	0
Normal	Blood Sceptre	81	0	81	3	0	0
Normal	Bone Armour	0	53	53	0	2	1
Normal	Bone Bow	0	83	0	1	0	1
Normal	Bone Bow	0	83	0	0	1	0
Normal	Bone Bow	0	83	0	0	2	0
Normal	Bone Circlet	0	0	73	1	0	2
Normal	Bone Circlet	0	0	73	0	2	1
Normal	Broad Axe	54	25	0	1	2	0
Normal	Bronze Gauntlets	36	0	0	0	1	0
Normal	Bronze Gauntlets	36	0	0	1	0	0
Normal	Bronze Gauntlets	36	0	0	1	1	1
Normal	Bronze Plate	104	0	0	1	1	1
Normal	Buckskin Tower Shield	96	0	0	1	0	0
Normal	Buckskin Tower Shield	96	0	0	1	0	0
Normal	Burnished Foil	0	131	0	0	0	1
Normal	Burnished Foil	0	131	0	0	2	0
Normal	Burnished Foil	0	131	0	0	3	0
Normal	Butcher Sword	69	58	0	1	0	0
Normal	Butcher Sword	69	58	0	1	0	0
Normal	Butcher Sword	69	58	0	3	0	0
Normal	Cabalist Regalia	0	0	99	0	0	1
Normal	Callous Mask	0	51	51	0	0	1
Normal	Callous Mask	0	51	51	0	0	4
Normal	Callous Mask	0	51	51	0	2	1
Normal	Carnal Boots	0	52	52	0	1	1
Normal	Carnal Mitts	0	39	39	0	1	1
Normal	Carved Wand	0	0	47	0	0	3
Normal	Carved Wand	0	0	47	0	0	2
Normal	Carved Wand	0	0	47	0	0	3
Normal	Carved Wand	0	0	47	0	1	2
Normal	Ceremonial Axe	134	39	0	1	0	0
Normal	Chain Hauberk	75	0	75	0	1	2
Normal	Chain Hauberk	75	0	75	2	0	2
Normal	Chain Hauberk	75	0	75	2	0	0
Normal	Chainmail Doublet	34	0	34	3	0	0
Normal	Chest Splitter	105	60	0	1	0	1
Normal	Chest Splitter	105	60	0	1	2	0
Normal	Chest Splitter	105	60	0	3	0	0
Normal	Chest Splitter	105	60	0	2	1	0
Normal	Chest Splitter	105	60	0	2	0	0
Normal	Citadel Bow	0	185	0	0	1	0
Normal	Citadel Bow	0	185	0	0	2	0
Normal	Cleaver	48	0	0	0	1	0
Normal	Close Helmet	58	0	0	2	1	0
Normal	Coiled Staff	43	0	43	0	0	1
Normal	Colossus Mallet	188	0	0	2	1	0
Normal	Colossus Mallet	188	0	0	3	0	0
Normal	Composite Bow	0	56	0	0	1	0
Normal	Composite Bow	0	56	0	1	1	0
Normal	Compound Spiked Shield	0	58	58	0	3	0
Normal	Cone Helmet	21	0	0	0	2	1
Normal	Cone Helmet	21	0	0	3	0	0
Normal	Conjurer Boots	0	0	94	0	0	1
Normal	Conjurer Gloves	0	0	79	0	0	2
Normal	Conjurer's Vestment	0	0	124	0	0	1
Normal	Conjurer's Vestment	0	0	124	0	0	2
Normal	Conjurer's Vestment	0	0	124	0	0	5
Normal	Conjurer's Vestment	0	0	124	2	0	1
Normal	Copper Kris	0	28	60	0	0	1
Normal	Copper Kris	0	28	60	1	0	1
Normal	Copper Plate	53	0	0	1	0	0
Normal	Copper Tower Shield	62	0	0	1	1	0
Normal	Coronal Leather	0	134	0	0	2	0
Normal	Coronal Leather	0	134	0	1	3	0
Normal	Corroded Tower Shield	20	0	0	1	0	0
Normal	Corrugated Buckler	0	112	0	0	1	1
Normal	Crested Tower Shield	132	0	0	3	0	0
Normal	Crimson Raiment	0	71	71	0	0	1
Normal	Crimson Round Shield	64	64	0	0	2	0
Normal	Crusader Helmet	36	0	36	1	0	2
Normal	Crusader Plate	160	0	0	1	0	1
Normal	Crusader Plate	160	0	0	2	0	0
Normal	Crypt Armour	0	82	82	1	1	1
Normal	Crypt Armour	0	82	82	0	3	1
Normal	Crystal Sceptre	59	0	85	1	0	1
Normal	Crystal Sceptre	59	0	85	1	0	0
Normal	Crystal Wand	0	0	146	0	0	1
Normal	Crystal Wand	0	0	146	0	0	1
Normal	Crystal Wand	0	0	146	1	0	1
Normal	Crystal Wand	0	0	146	0	0	2
Normal	Crystal Wand	0	0	146	0	0	3
Normal	Crystal Wand	0	0	146	1	0	1
Normal	Cutlass	55	79	0	0	1	1
Normal	Cutlass	55	79	0	2	0	0
Normal	Cutthroat's Garb	0	144	0	0	1	0
Normal	Darkwood Sceptre	0	0	0	1	1	1
Normal	Death Bow	0	107	0	0	1	0
Normal	Decimation Bow	0	170	0	0	3	0
Normal	Decimation Bow	0	170	0	0	2	0
Normal	Decimation Bow	0	170	0	0	2	0
Normal	Decimation Bow	0	170	0	0	2	0
Normal	Decimation Bow	0	170	0	0	3	0
Normal	Decimation Bow	0	170	0	0	1	0
Normal	Decorative Axe	80	23	0	1	0	0
Normal	Decurve Bow	0	125	0	1	2	0
Normal	Demon's Horn	0	0	179	0	0	1
Normal	Demon's Horn	0	0	179	0	0	1
Normal	Demon's Horn	0	0	179	0	0	2
Normal	Demon's Horn	0	0	179	0	0	3
Normal	Demon's Horn	0	0	179	0	1	1
Normal	Destiny Leather	0	160	0	0	3	0
Normal	Destroyer Regalia	0	0	144	0	0	2
Normal	Destroyer Regalia	0	0	144	0	0	4
Normal	Devout Chainmail	80	0	80	0	0	1
Normal	Devout Chainmail	80	0	80	0	0	2
Normal	Devout Chainmail	80	0	80	1	0	2
Normal	Double Axe	62	27	0	2	1	0
Normal	Double Axe	62	27	0	3	0	0
Normal	Dragonbone Rapier	0	185	0	0	2	0
Normal	Dragonbone Rapier	0	185	0	0	3	0
Normal	Dragonbone Rapier	0	185	0	0	2	0
Normal	Dragonbone Rapier	0	185	0	0	3	0
Normal	Dragonbone Rapier	0	185	0	0	3	0
Normal	Dragonscale Doublet	83	83	0	0	1	0
Normal	Dragonscale Doublet	83	83	0	0	3	0
Normal	Dream Mace	107	0	0	1	0	0
Normal	Dream Mace	107	0	0	2	0	0
Normal	Driftwood Maul	20	0	0	0	2	0
Normal	Driftwood Maul	20	0	0	3	0	0
Normal	Driftwood Maul	20	0	0	2	0	0
Normal	Driftwood Wand	0	0	0	1	0	0
Normal	Dusk Blade	57	57	0	0	0	1
Normal	Dusk Blade	57	57	0	2	0	1
Normal	Eagle Claw	0	94	94	0	1	1
Normal	Eelskin Boots	0	70	0	0	1	1
Normal	Eelskin Boots	0	70	0	0	3	0
Normal	Eelskin Tunic	0	104	0	0	4	0
Normal	Elder Sword	81	81	0	0	3	0
Normal	Elegant Foil	0	101	0	0	3	0
Normal	Embroidered Gloves	0	0	54	0	0	2
Normal	Engraved Greatsword	91	76	0	1	0	0
Normal	Engraved Wand	0	0	131	0	0	1
Normal	Engraved Wand	0	0	131	0	1	1
Normal	Engraved Wand	0	0	131	0	0	2
Normal	Engraved Wand	0	0	131	0	0	2
Normal	Engraved Wand	0	0	131	0	0	3
Normal	Etched Greatsword	45	38	0	1	2	0
Normal	Etched Shield	52	0	52	0	0	1
Normal	Etched Shield	52	0	52	1	0	1
Normal	Fancy Foil	0	167	0	0	1	0
Normal	Fancy Foil	0	167	0	1	2	0
Normal	Faun's Horn	0	0	116	0	0	1
Normal	Faun's Horn	0	0	116	0	0	1
Normal	Faun's Horn	0	0	116	0	0	1
Normal	Faun's Horn	0	0	116	0	0	1
Normal	Faun's Horn	0	0	116	0	0	3
Normal	Faun's Horn	0	0	116	0	1	2
Normal	Fencer Helm	49	49	0	0	2	1
Normal	Fencer Helm	49	49	0	2	1	0
Normal	Field Lamellar	53	53	0	0	1	0
Normal	Field Lamellar	53	53	0	0	1	1
Normal	Field Lamellar	53	53	0	1	0	0
Normal	Field Lamellar	53	53	0	1	0	0
Normal	Fiend Dagger	0	58	123	1	0	2
Normal	Fishscale Gauntlets	0	0	0	1	0	1
Normal	Flaying Knife	0	73	51	0	1	0
Normal	Flaying Knife	0	73	51	0	1	1
Normal	Footman Sword	57	83	0	1	0	0
Normal	Foul Staff	94	0	94	0	0	3
Normal	Foul Staff	94	0	94	0	1	0
Normal	Foul Staff	94	0	94	1	0	0
Normal	Foul Staff	94	0	94	1	1	0
Normal	Fright Claw	0	61	61	0	1	2
Normal	Fright Maul	107	0	0	2	1	0
Normal	Full Chainmail	48	0	48	3	0	0
Normal	Full Leather	0	81	0	1	2	0
Normal	Full Wyrmscale	68	68	0	0	2	0
Normal	Gemstone Sword	96	96	0	0	2	0
Normal	Gemstone Sword	96	96	0	2	0	1
Normal	Gilded Buckler	0	85	0	0	2	0
Normal	Goat's Horn	0	0	29	0	0	1
Normal	Goat's Horn	0	0	29	0	0	1
Normal	Goat's Horn	0	0	29	0	0	1
Normal	Goat's Horn	0	0	29	1	0	0
Normal	Golden Buckler	0	130	0	0	1	0
Normal	Golden Kris	0	51	110	0	1	2
Normal	Golden Mask	0	40	40	0	1	2
Normal	Golden Mask	0	40	40	1	1	0
Normal	Golden Plate	152	0	0	3	1	0
Normal	Goliath Gauntlets	76	0	0	1	0	0
Normal	Goliath Greaves	95	0	0	0	0	1
Normal	Goliath Greaves	95	0	0	1	0	0
Normal	Gouger	0	70	70	1	2	0
Normal	Gouger	0	70	70	0	2	1
Normal	Graceful Sword	78	94	0	1	1	0
Normal	Great Helmet	27	0	27	0	1	0
Normal	Great Mallet	131	0	0	3	0	0
Normal	Great White Claw	0	81	117	0	1	2
Normal	Gut Ripper	0	80	80	0	0	1
Normal	Gut Ripper	0	80	80	0	0	1
Normal	Gutting Knife	0	113	78	0	1	1
Normal	Gutting Knife	0	113	78	1	1	1
Normal	Gutting Knife	0	113	78	0	1	0
Normal	Gutting Knife	0	113	78	0	3	0
Normal	Harlequin Mask	0	64	64	2	1	1
Normal	Headsman Axe	99	57	0	1	1	0
Normal	Headsman Axe	99	57	0	2	1	0
Normal	Highborn Staff	89	0	89	0	1	0
Normal	Highborn Staff	89	0	89	1	0	0
Normal	Highland Blade	77	77	0	0	1	0
Normal	Highland Blade	77	77	0	1	0	0
Normal	Highland Blade	77	77	0	2	0	0
Normal	Holy Chainmail	53	0	53	1	0	0
Normal	Hunter Hood	0	87	0	0	2	0
Normal	Hydrascale Gauntlets	45	45	0	1	2	0
Normal	Imbued Wand	0	0	188	0	0	1
Normal	Imbued Wand	0	0	188	0	0	2
Normal	Imbued Wand	0	0	188	0	0	2
Normal	Imbued Wand	0	0	188	0	0	3
Normal	Imp Dagger	0	36	78	0	1	1
Normal	Iron Circlet	0	0	23	1	1	0
Normal	Ironscale Gauntlets	0	0	0	1	0	0
Normal	Ivory Bow	0	152	0	0	1	0
Normal	Ivory Bow	0	152	0	0	1	0
Normal	Ivory Bow	0	152	0	0	1	0
Normal	Ivory Bow	0	152	0	0	2	0
Normal	Jade Hatchet	21	0	0	0	1	0
Normal	Jade Hatchet	21	0	0	2	0	0
Normal	Jagged Foil	0	77	0	0	1	0
Normal	Jagged Foil	0	77	0	0	2	0
Normal	Jasper Chopper	100	29	0	0	1	0
Normal	Jasper Chopper	100	29	0	0	1	0
Normal	Jasper Chopper	100	29	0	2	1	0
Normal	Jasper Chopper	100	29	0	2	0	0
Normal	Karui Chopper	151	43	0	3	0	0
Normal	Karui Sceptre	96	0	96	1	1	1
Normal	Karui Sceptre	96	0	96	1	0	1
Normal	Labrys	122	53	0	1	1	0
Normal	Lacquered Garb	0	76	76	0	2	1
Normal	Lacquered Helmet	57	57	0	1	2	1
Normal	Lacquered Helmet	57	57	0	1	0	0
Normal	Laminated Kite Shield	64	0	64	1	0	0
Normal	Layered Kite Shield	37	0	37	2	0	1
Normal	Lead Sceptre	77	0	77	2	0	0
Normal	Leather Cap	0	0	0	1	0	0
Normal	Leather Cap	0	0	0	1	0	0
Normal	Leather Cap	0	0	0	1	1	0
Normal	Leather Hood	0	46	0	1	1	0
Normal	Leatherscale Boots	0	0	0	0	1	0
Normal	Light Brigandine	16	16	0	1	1	1
Normal	Light Brigandine	16	16	0	1	0	0
Normal	Light Brigandine	16	16	0	1	1	0
Normal	Linden Kite Shield	20	0	20	1	0	2
Normal	Linden Kite Shield	20	0	20	2	0	1
Normal	Long Staff	27	0	27	0	0	1
Normal	Longsword	20	17	0	1	1	1
Normal	Longsword	20	17	0	2	0	1
Normal	Lordly Plate	99	0	0	2	0	0
Normal	Loricated Ringmail	84	0	84	1	0	1
Normal	Lunaris Circlet	0	0	83	0	1	3
Normal	Magistrate Crown	64	0	64	2	0	1
Normal	Majestic Plate	144	0	0	2	1	0
Normal	Majestic Plate	144	0	0	1	0	0
Normal	Majestic Plate	144	0	0	3	0	0
Normal	Mallet	47	0	0	0	1	0
Normal	Mallet	47	0	0	1	1	0
Normal	Military Staff	78	0	78	0	1	1
Normal	Military Staff	78	0	78	2	0	0
Normal	Military Staff	78	0	78	2	0	0
Normal	Necromancer Circlet	0	0	112	0	0	1
Normal	Necromancer Circlet	0	0	112	0	0	2
Normal	Necromancer Silks	0	0	160	1	0	3
Normal	Noble Axe	113	65	0	0	1	0
Normal	Noble Claw	0	105	73	0	1	0
Normal	Noble Claw	0	105	73	0	1	1
Normal	Noble Claw	0	105	73	0	2	0
Normal	Noble Tricorne	0	99	0	0	1	0
Normal	Noble Tricorne	0	99	0	0	2	0
Normal	Nubuck Boots	0	62	0	0	2	1
Normal	Oak Buckler	0	94	0	0	1	1
Normal	Ochre Sceptre	44	0	44	2	0	0
Normal	Ochre Sceptre	44	0	44	1	0	1
Normal	Oiled Vest	0	17	17	0	1	1
Normal	Oiled Vest	0	17	17	2	0	0
Normal	Omen Wand	0	0	200	0	0	1
Normal	Omen Wand	0	0	200	0	0	1
Normal	Omen Wand	0	0	200	0	1	2
Normal	Omen Wand	0	0	200	0	1	2
Normal	Omen Wand	0	0	200	0	0	3
Normal	Omen Wand	0	0	200	1	2	0
Normal	Ornate Mace	161	0	0	0	0	2
Normal	Ornate Mace	161	0	0	1	0	0
Normal	Ornate Mace	161	0	0	1	0	0
Normal	Ornate Ringmail	69	0	69	1	0	0
Normal	Padded Jacket	0	30	30	0	1	1
Normal	Padded Jacket	0	30	30	1	0	1
Normal	Petrified Club	116	0	0	2	1	0
Normal	Petrified Club	116	0	0	2	0	0
Normal	Phantom Mace	170	0	0	1	0	0
Normal	Pine Buckler	0	26	0	0	1	0
Normal	Plague Mask	0	14	14	0	2	1
Normal	Plated Gauntlets	20	0	0	1	0	2
Normal	Plated Greaves	44	0	0	1	0	0
Normal	Plated Greaves	44	0	0	1	0	1
Normal	Plated Greaves	44	0	0	2	0	0
Normal	Plated Maul	164	0	0	2	0	0
Normal	Polished Spiked Shield	0	64	64	0	2	1
Normal	Prehistoric Claw	0	69	100	1	1	1
Normal	Primeval Rapier	0	158	0	0	2	0
Normal	Primordial Staff	99	0	99	1	0	3
Normal	Quarterstaff	72	0	72	3	0	1
Normal	Quarterstaff	72	0	72	1	0	0
Normal	Quartz Sceptre	25	0	35	0	0	1
Normal	Quartz Sceptre	25	0	35	1	0	2
Normal	Quartz Wand	0	0	65	0	0	1
Normal	Quartz Wand	0	0	65	0	0	1
Normal	Quartz Wand	0	0	65	0	0	3
Normal	Quartz Wand	0	0	65	0	0	3
Normal	Rawhide Boots	0	0	0	0	2	1
Normal	Rawhide Tower Shield	33	0	0	1	0	0
Normal	Rawhide Tower Shield	33	0	0	2	0	1
Normal	Recurve Bow	0	71	0	0	2	0
Normal	Recurve Bow	0	71	0	0	3	0
Normal	Redwood Spiked Shield	0	52	52	0	0	2
Normal	Regicide Mask	0	58	58	0	1	0
Normal	Regicide Mask	0	58	58	2	0	0
Normal	Reinforced Greaves	60	0	0	1	0	1
Normal	Ringmail Boots	15	0	15	0	0	1
Normal	Ringmail Boots	15	0	15	0	0	2
Normal	Ringmail Boots	15	0	15	0	0	2
Normal	Riveted Boots	35	0	35	1	0	0
Normal	Royal Bow	0	95	0	0	3	0
Normal	Royal Sceptre	86	0	86	0	0	2
Normal	Royal Skean	0	71	102	1	2	0
Normal	Sage Wand	0	0	119	0	0	1
Normal	Sage Wand	0	0	119	0	0	1
Normal	Sage Wand	0	0	119	0	0	3
Normal	Sage Wand	0	0	119	0	0	2
Normal	Sage Wand	0	0	119	0	0	3
Normal	Sage Wand	0	0	119	0	0	3
Normal	Sage Wand	0	0	119	0	1	0
Normal	Sage Wand	0	0	119	0	1	0
Normal	Sage Wand	0	0	119	0	1	1
Normal	Sage's Robe	0	0	104	0	0	3
Normal	Samite Gloves	0	0	68	1	0	1
Normal	Samite Helmet	114	0	0	2	1	0
Normal	Satin Slippers	0	0	69	0	0	4
Normal	Savant's Robe	0	0	152	0	0	3
Normal	Savant's Robe	0	0	152	0	1	2
Normal	Scale Vest	0	0	0	0	1	0
Normal	Scare Mask	0	0	0	0	0	3
Normal	Scarlet Raiment	0	43	43	0	1	0
Normal	Scholar's Robe	0	0	55	0	1	2
Normal	Secutor Helm	42	42	0	1	2	0
Normal	Secutor Helm	42	42	0	1	1	0
Normal	Sentinel Jacket	0	86	86	0	1	3
Normal	Sentinel Jacket	0	86	86	0	2	2
Normal	Serpent Wand	0	0	158	0	0	1
Normal	Serpent Wand	0	0	158	0	0	2
Normal	Serpent Wand	0	0	158	1	0	2
Normal	Serpent Wand	0	0	158	0	1	2
Normal	Serpentine Staff	85	0	85	1	0	1
Normal	Serrated Foil	0	149	0	0	1	0
Normal	Shabby Jerkin	0	14	0	0	1	0
Normal	Shabby Jerkin	0	14	0	1	1	0
Normal	Shackled Boots	0	34	34	1	0	1
Normal	Shadow Axe	80	37	0	3	0	0
Normal	Shadow Sceptre	52	0	62	2	0	1
Normal	Shagreen Tower Shield	139	0	0	0	0	1
Normal	Sharkskin Boots	0	79	0	0	1	0
Normal	Sharkskin Boots	0	79	0	0	2	1
Normal	Sharkskin Gloves	0	66	0	0	3	0
Normal	Sharkskin Tunic	0	152	0	0	1	0
Normal	Sharkskin Tunic	0	152	0	0	2	0
Normal	Short Bow	0	26	0	0	2	0
Normal	Siege Helmet	101	0	0	2	0	2
Normal	Siege Helmet	101	0	0	1	0	0
Normal	Siege Helmet	101	0	0	2	0	0
Normal	Silk Gloves	0	0	39	1	1	0
Normal	Silk Robe	0	0	91	0	0	1
Normal	Silken Garb	0	0	73	0	0	1
Normal	Silken Garb	0	0	73	0	0	2
Normal	Silken Garb	0	0	73	0	0	3
Normal	Silken Vest	0	0	37	0	0	1
Normal	Silken Vest	0	0	37	0	0	3
Normal	Silken Vest	0	0	37	0	0	2
Normal	Silken Wrap	0	0	114	0	0	2
Normal	Simple Robe	0	0	17	0	0	2
Normal	Skean	0	42	60	0	2	0
Normal	Skinning Knife	0	16	0	0	2	0
Normal	Sleek Coat	0	65	65	0	1	2
Normal	Sniper Bow	0	143	0	0	1	1
Normal	Solaris Circlet	0	0	122	1	0	0
Normal	Soldier Gloves	40	0	40	1	0	1
Normal	Soldier Gloves	40	0	40	2	1	0
Normal	Soldier Helmet	16	0	16	0	1	1
Normal	Soldier Helmet	16	0	16	0	1	0
Normal	Soldier Helmet	16	0	16	1	1	1
Normal	Soldier's Brigandine	48	48	0	1	0	0
Normal	Sparkling Claw	0	64	44	0	1	2
Normal	Spectral Axe	85	37	0	2	1	0
Normal	Spectral Axe	85	37	0	1	1	1
Normal	Spectral Axe	85	37	0	2	0	1
Normal	Spectral Sword	57	57	0	0	2	0
Normal	Spidersilk Robe	0	0	134	0	0	1
Normal	Spidersilk Robe	0	0	134	0	0	3
Normal	Spiked Maul	77	0	0	1	0	0
Normal	Spiny Maul	155	0	0	3	0	0
Normal	Spiraled Wand	0	0	83	0	0	1
Normal	Spiraled Wand	0	0	83	0	0	1
Normal	Spiraled Wand	0	0	83	0	0	1
Normal	Spiraled Wand	0	0	83	0	0	2
Normal	Spiraled Wand	0	0	83	0	0	3
Normal	Splendid Round Shield	44	44	0	0	1	0
Normal	Steel Greaves	21	0	0	1	0	2
Normal	Steelscale Boots	35	35	0	0	1	0
Normal	Stiletto	0	30	30	0	1	1
Normal	Stiletto	0	30	30	1	0	0
Normal	Stone Hammer	56	0	0	1	0	0
Normal	Studded Round Shield	28	28	0	0	1	0
Normal	Sun Plate	124	0	0	2	1	0
Normal	Sun Plate	124	0	0	3	0	0
Normal	Superior Battle Plate	114	0	0	2	0	2
Normal	Superior Great Helmet	27	0	27	0	2	2
Normal	Superior Latticed Ringmail	59	0	59	1	0	4
Normal	Superior Ornate Ringmail	69	0	69	1	0	0
Normal	Superior Quilted Jacket	0	60	60	0	2	0
Normal	Superior Rawhide Tower Shield	33	0	0	2	0	0
Normal	Superior Reaver Helmet	85	0	0	3	0	0
Normal	Superior Scale Doublet	28	28	0	1	0	0
Normal	Superior Silken Garb	0	0	73	0	0	1
Normal	Superior Soldier Boots	47	0	47	1	0	3
Normal	Superior Soldier Helmet	16	0	16	0	1	2
Normal	Superior Soldier Helmet	16	0	16	2	0	0
Normal	Superior Steelscale Boots	35	35	0	3	1	0
Normal	Superior Sun Leather	0	91	0	0	2	1
Normal	Superior Thief's Garb	0	99	0	0	3	0
Normal	Superior Waxed Garb	0	48	48	0	1	1
Normal	Superior Wool Shoes	0	0	0	1	0	0
Normal	Tarnished Spirit Shield	0	0	60	0	0	1
Normal	Thicket Bow	0	179	0	0	1	0
Normal	Thicket Bow	0	179	0	0	3	0
Normal	Thicket Bow	0	179	0	0	4	0
Normal	Thief's Garb	0	99	0	0	1	0
Normal	Thorn Rapier	0	113	0	0	1	0
Normal	Thresher Claw	0	53	77	0	0	2
Normal	Tiger Sword	80	96	0	0	0	1
Normal	Tiger Sword	80	96	0	1	0	0
Normal	Timber Axe	97	45	0	0	1	0
Normal	Tomahawk	81	56	0	0	1	0
Normal	Tomahawk	81	56	0	1	0	0
Normal	Totemic Maul	119	0	0	2	1	0
Normal	Trapper Boots	0	40	40	0	1	1
Normal	Tribal Maul	35	0	0	2	0	0
Normal	Tribal Maul	35	0	0	3	0	0
Normal	Tricorne	0	27	0	0	1	0
Normal	Twilight Blade	91	91	0	1	1	0
Normal	Ursine Pelt	0	114	0	0	2	0
Normal	Ursine Pelt	0	114	0	0	3	0
Normal	Variscite Blade	62	62	0	0	1	0
Normal	Variscite Blade	62	62	0	1	0	0
Normal	Velvet Gloves	0	0	21	0	0	2
Normal	Velvet Slippers	0	0	21	1	0	3
Normal	Vile Staff	59	0	59	0	0	1
Normal	War Buckler	0	74	0	1	0	0
Normal	War Plate	63	0	0	3	0	0
Normal	Waxed Garb	0	48	48	1	0	1
Normal	Wild Leather	0	73	0	0	1	2
Normal	Wolf Pelt	0	66	0	0	1	0
Normal	Woodsplitter	36	17	0	0	1	0
Normal	Woodsplitter	36	17	0	0	2	1
Normal	Woodsplitter	36	17	0	2	0	0
Normal	Wraith Axe	134	59	0	1	0	0
Normal	Wraith Axe	134	59	0	1	0	0
Normal	Wrist Chopper	112	32	0	1	0	1
Normal	Wyrmbone Rapier	0	122	0	0	1	0
Normal	Wyrmscale Boots	48	48	0	0	2	0
Normal	Wyrmscale Doublet	57	57	0	0	1	0
Normal	Wyrmscale Gauntlets	38	38	0	1	0	0
Normal	Zealot Boots	38	0	38	1	1	1
Normal	Headman's Sword	106	89	0	2	1	0
Normal	Brass Maul	92	0	0	1	1	1
Normal	Headman's Sword	106	89	0	1	0	0
Normal	Headman's Sword	106	89	0	0	0	1
Normal	Colossus Mallet	188	0	0	2	0	0
Normal	Wraith Axe	134	59	0	2	0	0
Normal	Karui Sceptre	96	0	96	0	0	1
Normal	Tyrant's Sekhem	99	0	99	1	0	1
Normal	Superior Majestic Plate	144	0	0	4	0	0
Normal	Cutthroat's Garb	0	144	0	1	4	0
Normal	Cutthroat's Garb	0	144	0	0	1	0
Normal	Golden Plate	152	0	0	5	0	0
Normal	Thicket Bow	0	179	0	0	1	1
Normal	Tyrant's Sekhem	99	0	99	0	0	2
Normal	Wraith Axe	134	59	0	2	0	0
Normal	Shagreen Tower Shield	139	0	0	3	0	0
Normal	Crystal Sceptre	59	0	85	1	0	1
Normal	Tyrant's Sekhem	99	0	99	1	0	0
Normal	Crusader Plate	160	0	0	2	0	0
Normal	Savant's Robe	0	0	152	0	0	1
Normal	Necromancer Silks	0	0	160	1	0	2
Normal	Dragonscale Doublet	83	83	0	0	2	1
Normal	Noble Tricorne	0	99	0	0	1	1
Normal	Goliath Greaves	95	0	0	3	0	0
Normal	Legion Gloves	44	0	44	1	1	1
Magic	Carnal Mitts of the Seal	0	39	39	0	0	2
Normal	Shagreen Boots	0	97	0	0	2	0
Normal	Superior Steel Circlet	0	0	101	0	1	2
Normal	Fluted Bascinet	64	64	0	0	2	1
Normal	Serpentscale Boots	40	40	0	1	0	0
Normal	Estoc	0	140	0	0	1	1
Normal	Serrated Foil	0	149	0	0	2	0
Normal	Steelscale Gauntlets	29	29	0	2	1	0
