iLevel,STR,DEX,INT,R,G,B
72,0,143,0,0,1,1
73,164,0,0,3,0,0
73,0,86,86,0,0,3
74,185,0,0,2,0,0
73,144,0,0,0,1,1
74,152,0,0,0,0,1
73,49,49,0,1,1,2
73,0,95,0,0,4,0
73,0,86,86,0,1,2
74,212,0,0,2,0,0
73,0,170,0,2,1,0
73,0,86,86,0,1,2
72,160,0,0,3,0,0
73,0,143,0,0,3,0
73,22,22,0,2,1,0
73,143,0,0,1,0,0
72,113,0,113,1,1,2
72,0,82,82,0,0,1
72,138,0,0,3,0,0
72,75,0,0,2,0,0
72,0,65,65,0,1,0
72,128,60,0,2,0,0
72,0,64,64,0,0,1
72,0,159,0,1,0,0
72,212,0,0,2,0,0
72,0,86,86,0,1,0
72,0,0,180,0,0,3
72,0,52,52,0,1,1
72,113,65,0,1,2,1
72,113,65,0,1,0,1
74,160,0,0,0,0,1
74,0,176,0,0,1,0
74,0,0,110,0,0,2
73,0,103,109,0,1,2
74,47,0,47,1,0,1
73,0,39,39,0,2,1
73,0,176,0,0,1,0
74,58,58,0,2,0,0
73,151,43,0,1,0,0
72,179,0,0,0,1,0
72,113,65,0,2,1,0
72,104,122,0,0,1,0
73,0,81,117,0,3,0
72,182,0,0,3,0,1
73,173,0,0,2,0,0
72,0,82,82,0,0,1
73,0,160,0,0,1,0
72,185,0,0,1,0,0
72,161,0,0,3,0,0
72,99,57,0,3,0,0
73,99,57,0,1,2,0
73,0,130,0,0,2,0
72,0,0,114,0,1,2
73,212,0,0,1,1,0
73,0,113,78,0,3,0
73,0,0,154,0,0,1
72,0,144,0,0,2,0
73,0,70,0,0,1,0
73,151,43,0,1,0,0
74,0,86,86,1,1,0
74,0,113,78,0,1,0
72,85,0,85,1,0,2
74,85,0,85,1,0,2
72,0,212,0,0,1,0
73,104,0,122,2,0,1
74,64,64,0,2,1,0
73,78,0,78,1,0,2
73,152,0,0,2,0,0
73,0,176,0,0,2,0
73,70,70,0,1,0,1
72,40,40,0,1,0,0
73,113,0,113,0,0,1
72,46,0,46,1,1,1
74,96,96,0,0,1,0
74,0,58,58,0,2,1
74,47,0,47,1,0,0
73,0,95,0,2,1,1
74,79,79,0,1,0,0
74,0,0,79,0,0,3
74,51,0,51,0,1,0
74,85,0,85,1,0,2
64,68,68,0,1,0,0
64,0,45,45,0,1,0
64,57,57,0,0,2,0
63,96,0,96,0,1,1
63,64,64,0,1,2,0
63,105,60,0,1,1,0
63,81,117,0,0,1,0
63,81,117,0,1,1,0
63,0,113,113,0,0,3
63,76,0,76,0,0,3
63,143,0,0,3,0,0
64,0,66,0,1,1,0
64,0,52,52,0,2,2
62,0,185,0,0,1,0
62,64,0,64,0,0,1
62,0,0,200,1,0,0
64,158,76,0,1,0,0
62,134,59,0,0,1,0
62,106,49,0,1,0,0
62,81,117,0,1,1,0
64,0,113,113,0,0,1
62,0,0,188,0,0,1
62,0,64,64,0,1,1
62,0,70,70,0,1,1
64,99,0,99,1,0,1
62,0,0,100,0,0,3
64,0,125,0,1,2,0
62,0,0,188,1,0,2
63,188,0,0,1,0,0
63,0,121,0,0,1,0
63,0,0,160,1,0,2
63,0,0,122,0,0,3
63,84,0,84,1,1,0
63,114,0,0,3,0,0
63,170,0,0,1,0,0
63,85,0,85,0,0,1
63,0,134,0,0,3,0
62,0,185,0,0,1,0
62,0,58,123,0,1,1
62,0,39,39,0,2,1
62,68,0,0,2,1,0
62,0,160,0,0,2,1
62,0,176,0,0,2,1
62,0,0,112,0,0,4
62,0,185,0,0,1,0
62,0,113,78,0,0,2
64,0,113,78,0,1,2
62,0,97,0,0,1,0
62,159,0,0,1,0,0
64,179,0,0,2,1,0
62,54,0,54,3,0,0
62,119,82,0,2,0,0
62,0,0,110,0,0,1
63,73,73,0,4,0,0
63,58,0,0,2,0,0
63,44,0,44,1,0,2
63,73,73,0,2,1,0
63,0,176,0,0,2,0
63,0,0,179,0,0,1
63,0,0,69,0,0,1
62,96,0,96,0,0,3
63,0,0,122,0,0,1
62,114,0,0,2,0,0
62,114,0,0,1,0,0
62,113,65,0,2,2,0
62,0,136,0,0,2,0
63,185,0,0,2,0,1
62,0,179,0,0,2,0
62,0,114,0,0,3,0
63,0,185,0,0,1,0
63,0,130,0,0,1,0
63,188,0,0,1,0,0
63,0,176,0,0,2,0
62,64,64,0,0,1,0
62,0,81,117,0,1,1
62,132,62,0,1,0,0
64,84,0,84,2,0,3
64,82,119,0,1,2,0
64,0,0,134,0,0,2
62,185,0,0,2,0,1
62,42,42,0,1,1,0
62,0,0,99,0,0,5
62,0,78,0,0,2,1
62,58,0,0,1,0,0
62,84,0,84,2,0,2
62,152,0,0,1,2,0
62,0,185,0,0,1,0
62,134,59,0,1,1,0
62,0,71,102,0,0,1
62,144,0,0,2,1,0
62,91,91,0,1,2,0
64,68,0,0,2,0,0
64,124,0,0,1,0,0
64,0,0,144,0,0,2
62,0,0,188,0,0,3
64,0,185,0,1,1,0
64,0,0,158,0,0,1
64,106,89,0,0,2,1
64,0,113,78,0,2,0
64,45,45,0,1,0,0
64,85,62,0,0,0,1
64,212,0,0,2,0,0
64,99,0,99,1,0,1
64,48,48,0,1,3,0
64,80,96,0,1,0,0
62,86,0,86,2,0,1
62,0,0,94,0,0,2
62,0,130,0,0,1,0
62,64,0,64,1,0,0
62,76,0,76,0,0,1
62,0,160,0,0,4,1
62,0,94,94,0,1,1
62,0,0,128,0,0,2
62,48,48,0,1,2,0
62,155,0,0,0,0,1
62,0,81,117,0,1,1
62,0,113,78,0,1,1
64,47,0,47,1,0,1
64,0,51,51,0,1,0
64,134,0,0,0,0,2
64,0,113,78,0,2,0
64,119,82,0,1,0,0
64,0,0,124,0,0,5
64,151,43,0,1,1,0
64,0,71,71,0,1,1
